full_name,Selling_Price,Year,Seller_Type,km_driven,Owner _Type,Fuel_Type,Transmission_type,Mileage(Km/L),Engine(CC),max_power(bHP),,,,,
Audi A8 L 3.0 TDI quattro,55,2015,Dealer,25000,1st  ,Diesel,Automatic,11.8,2967,247,,,,,
Skoda Laura Ambiente 1.9 PD,2,2008,Individual,130000,1st  ,Diesel,Manual,17.5,1896,106,,,,,
Hyundai i10 Magna,2.25,2010,Individual,70000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Maruti Wagon R VXI,4.25,2016,Dealer,48000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Hyundai i20 Sportz 1.4 CRDi,4.5,2014,Individual,60000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Hyundai Creta 1.4 E Plus,8.9,2018,Individual,100000,1st  ,Diesel,Manual,22.1,1396,89,,,,,
Renault Duster 85PS Diesel RxE,4.5,2014,Individual,90000,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Honda Mobilio V i DTEC,8,2015,Individual,35200,1st  ,Diesel,Manual,24.2,1498,99,,,,,
Maruti Ciaz Delta Diesel,7.2,2017,Dealer,57000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Maruti Baleno LXI - BSIII,1.15,2006,Dealer,55000,1st  ,Petrol,Manual,15.4,1590,null,,,,,
Maruti Swift ZXI,3.7,2014,Individual,70000,1st  ,Petrol,Manual,18.6,1197,86,,,,,
Tata Indica eL,1.6,2013,Individual,120000,1st  ,Diesel,Manual,25,1396,69,,,,,
Hyundai Verna 1.4 CRDi,7,2014,Individual,100000,1st  ,Diesel,Manual,24.8,1396,89,,,,,
Chevrolet Sail 1.2 LS,3.1,2014,Individual,13000,1st  ,Petrol,Manual,18.2,1199,82,,,,,
Maruti Baleno Delta 1.2,5.5,2017,Individual,110000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,10.11,2014,Individual,100000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Isuzu D-Max V-Cross 4X4,12,2018,Individual,120000,1st  ,Diesel,Manual,12.4,2499,134,,,,,
Volkswagen Vento 1.5 TDI Comfortline AT,4.8,2014,Dealer,69264,1st  ,Diesel,Automatic,21.21,1498,103,,,,,
Audi A6 35 TDI,30,2016,Dealer,35000,1st  ,Diesel,Automatic,18.53,1968,188,,,,,
Nissan Sunny XE D,8.4,2020,Dealer,1001,1st  ,Diesel,Manual,22.71,1461,85,,,,,
Renault Lodgy Stepway 110PS RXL 8S,4.5,2015,Individual,40000,1st  ,Diesel,Manual,19.98,1461,109,,,,,
Maruti Swift Dzire VDi,3,2010,Individual,50000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Mahindra XUV500 W8 2WD,11,2015,Individual,35000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Honda BRV i-VTEC S MT,7.6,2016,Dealer,33487,1st  ,Petrol,Manual,15.4,1497,117,,,,,
Maruti SX4 S Cross DDiS 200 Sigma Option,7.5,2015,Individual,90000,1st  ,Diesel,Manual,15,1248,89,,,,,
Mahindra Bolero 2011-2019 Plus AC,6,2016,Individual,120000,1st  ,Diesel,Manual,15.96,2523,62,,,,,
Maruti Wagon R LXI,2.1,2009,Dealer,85281,1st  ,Petrol,Manual,18.9,998,67,,,,,
Honda Civic ZX BSIV,21.5,2019,Dealer,13989,1st  ,Petrol,Automatic,16.5,1799,139,,,,,
Toyota Corolla Altis VL AT,13.25,2016,Dealer,35000,1st  ,Petrol,Automatic,14.28,1798,138,,,,,
Maruti Swift VDI,4.55,2013,Dealer,75486,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,8.35,2017,Dealer,39000,1st  ,Diesel,Manual,22.77,1498,99,,,,,
Hyundai i20 1.2 Asta,4.35,2012,Dealer,50000,1st  ,Petrol,Manual,17,1197,80,,,,,
Honda City i VTEC VX,6.5,2015,Dealer,62000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Maruti Swift Dzire VXI Optional,6.65,2016,Dealer,41000,1st  ,Petrol,Manual,20.85,1197,83,,,,,
Mahindra Scorpio VLX 2.2 mHawk BSIII,5.2,2010,Dealer,102272,1st  ,Diesel,Manual,12.05,2179,120,,,,,
Maruti Swift Dzire VDi,3.4,2008,Dealer,84903,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,6.5,2010,Dealer,200000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
null,null,,null,null,null,null,null,,,,,,,,
Fiat Grande Punto 1.3 Dynamic (Diesel),3.5,2013,Individual,110000,1st  ,Diesel,Manual,20.3,1248,75,,,,,
Maruti Alto 800 LXI,2.95,2016,Dealer,62000,1st  ,Petrol,Manual,22.74,796,47,,,,,
Maruti Swift Dzire LDI,5,2015,Individual,190000,1st  ,Diesel,Manual,26.59,1248,74,,,,,
Mahindra Xylo D2 BS IV,4.4,2017,Individual,120000,1st  ,Diesel,Manual,14.95,2489,94,,,,,
Tata Manza Club Class Quadrajet90 VX,4.5,2012,Individual,52600,1st  ,Diesel,Manual,21.02,1248,89,,,,,
Mahindra XUV500 W7,14.75,2020,Individual,2200,1st  ,Diesel,Manual,15.1,2179,153,,,,,
Hyundai Grand i10 Nios AMT Sportz,6.9,2020,Individual,14000,1st  ,Petrol,Automatic,20.7,1197,82,,,,,
Hyundai Verna Transform SX VGT CRDi AT,5.5,2012,Dealer,60002,1st  ,Diesel,Automatic,16.2,1493,110,,,,,
Maruti Ertiga ZDI Plus,10,2019,Individual,30000,1st  ,Diesel,Manual,25.47,1248,89,,,,,
Maruti Ignis Delta,5.5,2021,Individual,5000,1st  ,Petrol,Manual,20.89,1197,82,,,,,
Hyundai Grand i10 Asta,5.6,2016,Dealer,21986,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Hyundai Grand i10 Asta,5.15,2015,Dealer,23787,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Hyundai i20 Sportz 1.2,5.5,2016,Individual,46000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Honda City i VTEC SV,7.25,2016,Dealer,129000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
BMW 5 Series 525d Sedan,16.5,2012,Dealer,90000,1st  ,Diesel,Automatic,16.73,2993,218,,,,,
Honda City i VTEC CVT VX,8.5,2016,Dealer,28000,1st  ,Petrol,Automatic,18,1497,117,,,,,
Maruti Swift Dzire VDi,3.71,2012,Individual,100000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Volkswagen Polo 2015-2019 ALLSTAR 1.5 TDI,6.95,2016,Dealer,69000,1st  ,Diesel,Manual,20.14,1498,89,,,,,
Hyundai i10 Sportz Option,3.5,2011,Individual,40000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Ford Endeavour 3.2 Titanium AT 4X4,31,2018,Dealer,65000,1st  ,Diesel,Automatic,10.91,3198,197,,,,,
Hyundai Santro Xing GLS,1.6,2008,Individual,90000,1st  ,Petrol,Manual,17.92,1086,62,,,,,
Jaguar XF 3.0 Litre S Premium Luxury,16.9,2011,Dealer,61000,1st  ,Diesel,Automatic,14.74,2993,271,,,,,
Maruti Swift Vdi BSIII,2.99,2007,Dealer,106000,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Hyundai Verna 1.6 SX,6,2014,Individual,45354,1st  ,Diesel,Manual,22.32,1582,126,,,,,
Mahindra Thar CRDe ABS,8.7,2017,Dealer,20000,1st  ,Diesel,Manual,16.55,2498,105,,,,,
Honda City i VTEC CVT VX,8.95,2015,Dealer,78000,1st  ,Petrol,Automatic,18,1497,117,,,,,
Maruti Swift Vdi BSIII,2.9,2008,Dealer,92000,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Honda Brio S MT,3.9,2013,Dealer,60000,1st  ,Petrol,Manual,19.4,1198,87,,,,,
Renault KWID RXT,3.5,2018,Individual,30000,1st  ,Petrol,Manual,25.17,799,53,,,,,
Volkswagen Ameo 1.2 MPI Comfortline,5,2016,Individual,32000,1st  ,Petrol,Manual,17,1198,74,,,,,
Hyundai i10 Magna 1.1L,4.2,2016,Dealer,70038,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Toyota Innova Crysta 2016-2020 2.4 VX MT 8 STR,16.25,2016,Dealer,125000,1st  ,Diesel,Manual,13.68,2393,148,,,,,
Hyundai i20 Asta Option,6.9,2017,Dealer,57000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,8.5,2015,Individual,200000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Volkswagen Vento 1.5 TDI Highline,6.25,2015,Dealer,49728,1st  ,Diesel,Manual,20.34,1498,103,,,,,
Maruti Alto K10 VXI,3.5,2018,Individual,30000,1st  ,Petrol,Manual,23.95,998,67,,,,,
Hyundai i10 Sportz 1.1L,3.85,2015,Individual,25000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,5.45,2011,Dealer,133000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Maruti Wagon R DUO LPG,3.5,2014,Individual,50000,1st  ,LPG,Manual,14.6,998,62,,,,,
Ford Figo 1.2P Titanium MT,5.95,2016,Dealer,35000,1st  ,Petrol,Manual,18.16,1196,87,,,,,
Honda Jazz 1.2 V AT i VTEC,7.5,2018,Dealer,32000,1st  ,Petrol,Automatic,19,1199,89,,,,,
Honda City i VTEC SV,6.4,2015,Dealer,75129,1st  ,Petrol,Manual,17.4,1497,117,,,,,
Honda City i DTec VX Option,7.85,2016,Dealer,66000,1st  ,Diesel,Manual,26,1498,99,,,,,
Hyundai i20 2015-2017 Sportz 1.2,6.25,2016,Dealer,27965,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Maruti Swift VDI BSIV,3.5,2014,Individual,70000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Ford Figo Diesel Titanium,5.5,2017,Dealer,53400,1st  ,Diesel,Manual,20,1399,68,,,,,
Maruti Swift Dzire VXI 1.2 BS IV,4.95,2015,Dealer,49162,1st  ,Petrol,Manual,22,1197,82,,,,,
Skoda Fabia 1.2L Diesel Classic,3.1,2012,Dealer,130000,1st  ,Diesel,Manual,19.5,1199,75,,,,,
Maruti Swift Dzire VDI,3.7,2013,Individual,200000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Maruti Ignis 1.2 AMT Zeta BSIV,6.3,2019,Trustmark Dealer,8664,1st  ,Petrol,Automatic,20.89,1197,82,,,,,
Datsun GO Plus T Petrol,4.1,2018,Individual,30000,1st  ,Petrol,Manual,19.83,1198,67,,,,,
Maruti Swift ZDI BSIV,6.5,2016,Dealer,110000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Tata Zest Quadrajet 1.3 XMS,4,2014,Individual,60000,1st  ,Diesel,Manual,23,1248,89,,,,,
Mahindra TUV 300 T8,8,2016,Dealer,38614,1st  ,Diesel,Manual,18.49,1493,100,,,,,
Volkswagen Polo Petrol Comfortline 1.2L,5.5,2016,Dealer,43000,1st  ,Petrol,Manual,16.47,1198,74,,,,,
Maruti Baleno Delta,6.85,2019,Dealer,5800,1st  ,Petrol,Manual,21.01,1197,82,,,,,
Hyundai i20 1.4 CRDi Anniversary Edition,6.25,2015,Individual,90000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Renault Duster 85PS Diesel RxE,6.5,2015,Dealer,145953,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Renault KWID 1.0 RXT AMT Opt,4.5,2020,Individual,1200,1st  ,Petrol,Automatic,22,999,67,,,,,
Mahindra Scorpio 1.99 S10,10.2,2015,Individual,120000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Honda Amaze E i-DTEC,4.6,2017,Dealer,97000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Chevrolet Sail 1.3 Base,3,2014,Individual,300000,1st  ,Diesel,Manual,22.1,1248,74,,,,,
Maruti Swift ZDi,4.25,2012,Individual,100000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Mahindra XUV500 W8 4WD,9.85,2015,Dealer,79304,1st  ,Diesel,Manual,16,2179,140,,,,,
Maruti Swift Dzire VDI,6.45,2015,Dealer,53000,1st  ,Diesel,Manual,26.59,1248,74,,,,,
Mahindra XUV500 W10 1.99 mHawk,13.75,2017,Dealer,62000,1st  ,Diesel,Manual,16,1997,140,,,,,
Volvo V40 D3,17.75,2015,Dealer,75000,1st  ,Diesel,Automatic,16.8,1984,150,,,,,
Maruti Alto K10 2010-2014 VXI,2.3,2012,Dealer,69254,1st  ,Petrol,Manual,20.92,998,67,,,,,
Mercedes-Benz GL-Class 350 CDI Luxury,35.75,2013,Dealer,120000,1st  ,Diesel,Automatic,12,2987,224,,,,,
Honda Jazz S,6,2018,Dealer,58001,1st  ,Petrol,Manual,16,1198,90,,,,,
Tata Indigo LX (TDI) BS-III,3.5,2016,Individual,100000,1st  ,Diesel,Manual,19.09,1405,69,,,,,
Hyundai Grand i10 1.2 Kappa Era,4.1,2017,Individual,40000,1st  ,Petrol,Manual,17,1197,82,,,,,
Datsun RediGO 1.0 T Option,2.6,2017,Individual,40000,1st  ,Petrol,Manual,22.5,999,67,,,,,
Nissan Evalia XV,6.5,2015,Individual,60000,1st  ,Diesel,Manual,19.3,1461,85,,,,,
Volkswagen Vento Diesel Highline,3.95,2011,Individual,105000,1st  ,Diesel,Manual,20.54,1598,104,,,,,
Honda WR-V Edge Edition i-VTEC S,7.5,2018,Dealer,22000,1st  ,Petrol,Manual,17.5,1199,89,,,,,
Maruti SX4 S Cross DDiS 200 Sigma,6.5,2016,Individual,100000,1st  ,Diesel,Manual,23.65,1248,89,,,,,
Maruti Swift VDI,4.9,2013,Dealer,70000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Volkswagen Vento Diesel Trendline,3,2012,Individual,120000,1st  ,Diesel,Manual,20.54,1598,104,,,,,
Chevrolet Beat Diesel LS,2.45,2011,Dealer,49765,1st  ,Diesel,Manual,25.44,936,58,,,,,
Toyota Innova 2.5 GX (Diesel) 8 Seater,8.5,2013,Dealer,42000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Mahindra TUV 300 Plus P4 BSIV,8.85,2019,Individual,5000,1st  ,Diesel,Manual,18.49,2179,120,,,,,
Tata Tiago 1.05 Revotorq XT,5.75,2019,Dealer,23296,1st  ,Diesel,Manual,27.28,1047,69,,,,,
Hyundai Verna 1.6 CRDi S Option,10,2017,Dealer,10000,1st  ,Diesel,Manual,23.9,1582,126,,,,,
Volkswagen Vento 1.5 TDI Highline,5.5,2014,Dealer,102000,1st  ,Diesel,Manual,20.34,1498,103,,,,,
Maruti Alto LXi BSIII,2.5,2010,Individual,50000,1st  ,Petrol,Manual,19.7,796,46,,,,,
BMW 3 Series 320d Luxury Line,19,2013,Dealer,15000,1st  ,Diesel,Automatic,18.88,1995,184,,,,,
Hyundai Verna 1.6 VTVT,5.5,2011,Dealer,8000,1st  ,Petrol,Manual,17.01,1591,121,,,,,
Maruti Alto K10 VXI,2.4,2010,Dealer,39290,1st  ,Petrol,Manual,23.95,998,67,,,,,
Maruti Alto 800 LXI,2.6,2013,Dealer,71239,1st  ,Petrol,Manual,22.74,796,47,,,,,
Skoda Rapid 1.5 TDI Ambition BSIV,9.5,2018,Dealer,24000,1st  ,Diesel,Manual,21.13,1498,109,,,,,
Maruti Ertiga VDI,7.35,2015,Dealer,55000,1st  ,Diesel,Manual,20.77,1248,89,,,,,
Hyundai i20 1.2 Spotz,6.5,2018,Individual,32000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Tata Safari 2005-2017 DICOR 2.2 VX 4x2,3.5,2010,Individual,150000,1st  ,Diesel,Manual,13.93,2179,138,,,,,
Audi A4 2.0 TDI,13.5,2012,Dealer,64705,1st  ,Diesel,Automatic,16.55,1968,148,,,,,
Skoda Rapid 1.5 TDI AT Style Plus,7.95,2016,Dealer,51930,1st  ,Diesel,Automatic,21.66,1498,104,,,,,
Hyundai i10 Era,1.8,2009,Individual,42000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Hyundai i10 Sportz 1.1L,4.65,2016,Dealer,16500,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Maruti Alto 800 VXI Plus,3,2020,Individual,5000,1st  ,Petrol,Manual,22.05,796,47,,,,,
Hyundai i20 Asta 1.4 CRDi,5.5,2014,Individual,100000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Audi A4 2.0 TFSI,12,2010,Dealer,70000,1st  ,Petrol,Automatic,10.8,1984,132,,,,,
Maruti Celerio VXI AMT BSIV,3.5,2018,Individual,40000,1st  ,Petrol,Automatic,23.1,998,67,,,,,
Maruti Alto K10 VXI,3,2017,Individual,80000,1st  ,Petrol,Manual,23.95,998,67,,,,,
BMW 5 Series 520d Sport Line,53.5,2017,Dealer,5200,1st  ,Diesel,Automatic,22.48,1995,188,,,,,
Hyundai EON Magna,3.3,2014,Dealer,53000,1st  ,Petrol,Manual,22,814,55,,,,,
Hyundai Grand i10 1.2 CRDi Asta,6.5,2017,Individual,60000,1st  ,Diesel,Manual,24,1186,74,,,,,
Ford Figo Diesel LXI,4.5,2015,Individual,40000,1st  ,Diesel,Manual,20,1399,68,,,,,
Ford Fiesta Classic 1.4 Duratorq CLXI,2.7,2011,Dealer,99600,1st  ,Diesel,Manual,17.8,1399,67,,,,,
Hyundai Santa Fe 4WD AT,13,2015,Dealer,89258,1st  ,Diesel,Automatic,13.01,2199,194,,,,,
Maruti Ignis 1.2 AMT Zeta BSIV,6.25,2018,Dealer,19000,1st  ,Petrol,Automatic,20.89,1197,82,,,,,
Ford Figo 1.5D Titanium MT,4.5,2016,Individual,50000,1st  ,Diesel,Manual,25.83,1498,99,,,,,
Hyundai Santro Xing XP,1.3,2005,Individual,120000,1st  ,Petrol,Manual,0,1086,null,,,,,
Hyundai i10 Magna,4.22,2015,Dealer,36977,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Maruti Vitara Brezza ZDi Plus Dual Tone,9,2016,Individual,52000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Honda City i DTEC S,4.5,2014,Individual,80000,1st  ,Diesel,Manual,26,1498,99,,,,,
Hyundai Creta 1.6 CRDi AT SX Plus,11.7,2016,Dealer,45000,1st  ,Diesel,Automatic,17.01,1582,126,,,,,
Volkswagen Polo 1.5 TDI Highline,4.3,2014,Dealer,111056,1st  ,Diesel,Manual,20.14,1498,89,,,,,
Hyundai i10 Sportz 1.2,2.5,2010,Dealer,54886,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Honda WR-V i-VTEC VX,9,2018,Dealer,17000,1st  ,Petrol,Manual,17.5,1199,89,,,,,
Hyundai Grand i10 Sportz,5.1,2017,Dealer,49000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Maruti Baleno Delta,5.99,2016,Dealer,59434,1st  ,Petrol,Manual,21.01,1197,82,,,,,
Maruti Swift ZDI,6.59,2017,Dealer,56145,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Hyundai i20 1.4 CRDi Magna,4.5,2012,Dealer,76950,1st  ,Diesel,Manual,21.9,1396,90,,,,,
Maruti Swift LDI,3.2,2012,Individual,110000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Maruti Wagon R VXI BS IV,3.15,2011,Individual,35000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Maruti Ciaz VDi Plus SHVS,6.5,2016,Dealer,80000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Mercedes-Benz C-Class C 220CDIBE Avantgarde Command,29.5,2017,Dealer,24500,1st  ,Diesel,Automatic,14.84,2143,170,,,,,
Hyundai Verna 1.6 SX,5.5,2013,Dealer,79345,1st  ,Diesel,Manual,22.32,1582,126,,,,,
Maruti Swift Dzire VDI,5.52,2015,Dealer,77482,1st  ,Diesel,Manual,26.59,1248,74,,,,,
Maruti Swift Dzire ZXI 1.2,6.9,2018,Dealer,12400,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Maruti Alto K10 VXI AGS Optional,4.2,2018,Individual,10000,1st  ,Petrol,Automatic,23.95,998,67,,,,,
Fiat Punto EVO 1.3 Dynamic,3.2,2016,Individual,40000,1st  ,Diesel,Manual,20.5,1248,92,,,,,
Volkswagen Polo 2015-2019 Cup Edition Comfortline,7,2019,Dealer,18000,1st  ,Petrol,Manual,18.78,999,75,,,,,
BMW X1 xDrive 20d M Sport,29,2016,Individual,40000,1st  ,Diesel,Automatic,20.68,1995,188,,,,,
Hyundai i10 Magna,3.8,2012,Dealer,65253,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Maruti Ciaz ZDi,6.5,2016,Dealer,85000,1st  ,Diesel,Manual,26.21,1248,89,,,,,
Honda City i DTEC SV,5.5,2014,Dealer,65000,1st  ,Diesel,Manual,26,1498,99,,,,,
Volkswagen Polo GT TSI,5.75,2014,Dealer,65321,1st  ,Petrol,Automatic,17.21,1197,104,,,,,
Maruti Ertiga ZDI,6.65,2014,Dealer,127731,1st  ,Diesel,Manual,20.77,1248,89,,,,,
Volkswagen Ameo 1.2 MPI Trendline,5.25,2018,Dealer,22000,1st  ,Petrol,Manual,17,1198,74,,,,,
Hyundai Creta 1.4 CRDi S,12.5,2018,Dealer,58363,1st  ,Diesel,Manual,21.38,1396,89,,,,,
Maruti Swift VDI BSIV,5.75,2015,Dealer,76400,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Honda Amaze S i-Dtech,5.15,2015,Dealer,61000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Maruti Alto 800 LXI,2.8,2016,Individual,40000,1st  ,Petrol,Manual,22.74,796,47,,,,,
Honda Amaze S i-Dtech,4.8,2015,Individual,70000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Maruti Swift Vdi BSIII,2.4,2009,Individual,105000,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Nissan Terrano XL Plus 85 PS,6,2014,Individual,110000,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Maruti Vitara Brezza ZDi Plus,8.5,2017,Individual,26000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Maruti Swift Dzire VDi,6,2016,Individual,80000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Hyundai EON Magna Plus,3.87,2018,Dealer,11235,1st  ,Petrol,Manual,21.1,814,55,,,,,
Mahindra XUV500 AT W10 AWD,15,2016,Dealer,59000,1st  ,Diesel,Automatic,16,2179,140,,,,,
Honda Amaze S i-VTEC,6.5,2018,Individual,25000,1st  ,Petrol,Manual,17.8,1198,87,,,,,
Maruti Swift Dzire Tour LXI,3.34,2016,Dealer,62454,1st  ,Petrol,Manual,19,1197,86,,,,,
Mahindra Scorpio 1.99 S4 9S,8.1,2017,Individual,50000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Hyundai Creta 1.6 VTVT E Plus,8.99,2017,Dealer,71000,1st  ,Petrol,Manual,15.29,1591,121,,,,,
Hyundai i20 Sportz Plus BSIV,7.5,2018,Dealer,86516,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Mahindra Scorpio VLX 2WD BSIV,6,2012,Dealer,94181,1st  ,Diesel,Manual,12.05,2179,120,,,,,
Hyundai Verna VTVT 1.6 SX Option,11.5,2019,Individual,12000,1st  ,Petrol,Manual,17,1591,121,,,,,
Maruti Ignis 1.3 Delta,5.3,2017,Dealer,59518,1st  ,Diesel,Manual,26.8,1248,74,,,,,
Maruti Swift Dzire VDi,2.25,2008,Individual,100000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Hyundai Verna 1.6 CRDI,4.45,2011,Dealer,74000,1st  ,Diesel,Manual,22.32,1582,126,,,,,
Maruti Swift Dzire VDi,3.84,2012,Dealer,80000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Hyundai Grand i10 1.2 CRDi Sportz Option,4.75,2018,Individual,38000,1st  ,Diesel,Manual,24,1186,74,,,,,
Mahindra Scorpio S11 BSIV,14.5,2017,Individual,55000,1st  ,Diesel,Manual,16.36,2179,140,,,,,
Maruti Alto VXi,2.45,2012,Dealer,67000,1st  ,Petrol,Manual,18.9,796,47,,,,,
Skoda Rapid 1.5 TDI Style Plus,6.75,2015,Dealer,67000,1st  ,Diesel,Manual,21.14,1498,104,,,,,
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,4.5,2011,Individual,200000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,5,2016,Individual,150000,1st  ,Diesel,Manual,15.96,2523,63,,,,,
Maruti Wagon R LXI,2.5,2009,Dealer,69000,1st  ,Petrol,Manual,21.79,998,67,,,,,
Honda Civic 1.8 V AT,4.9,2009,Dealer,81000,1st  ,Petrol,Automatic,12.9,1799,130,,,,,
Toyota Fortuner 2016-2021 2.8 2WD AT,31,2017,Dealer,56700,1st  ,Diesel,Automatic,12.9,2755,175,,,,,
Maruti Swift VDI,4.4,2012,Dealer,76000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Maruti Alto LX,1.1,2007,Dealer,83000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Hyundai EON 1.0 Era Plus,2.8,2017,Individual,40000,1st  ,Petrol,Manual,20.3,998,68,,,,,
Hyundai i20 Sportz Option 1.2,6.25,2017,Dealer,33200,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Maruti Swift Dzire VDI,5.8,2013,Dealer,73000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Hyundai Santro Xing GLS,1.35,2008,Individual,30000,1st  ,Petrol,Manual,17.92,1086,62,,,,,
Renault Pulse RxL,2.6,2013,Individual,100000,1st  ,Diesel,Manual,23.08,1461,63,,,,,
Toyota Etios Liva G,3.2,2011,Individual,60000,1st  ,Petrol,Manual,18.3,1197,null,,,,,
Toyota Innova Crysta 2.4 VX 7 STR,21,2020,Individual,2530,1st  ,Diesel,Manual,0,2393,148,,,,,
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus,11,2018,Dealer,29100,1st  ,Diesel,Manual,21.7,1498,99,,,,,
Hyundai Santro Xing XL eRLX Euro III,1.2,2006,Individual,40000,1st  ,Petrol,Manual,17,1086,null,,,,,
Hyundai Xcent 1.2 Kappa S Option,4.95,2014,Dealer,56913,1st  ,Petrol,Manual,19.1,1197,82,,,,,
Mahindra Bolero SLX,3,2009,Individual,120000,1st  ,Diesel,Manual,13.6,2523,63,,,,,
Mahindra TUV 300 T8,7.75,2017,Dealer,56000,1st  ,Diesel,Manual,18.49,1493,100,,,,,
Hyundai Creta 1.6 CRDi SX Option,11.99,2016,Dealer,27000,1st  ,Diesel,Manual,19.67,1582,126,,,,,
Mahindra XUV500 W8 4WD,5.4,2013,Dealer,54278,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Honda City i VTEC V,6.5,2016,Individual,80000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Maruti Wagon R LXI CNG Optional,3.33,2015,Individual,120000,1st  ,CNG,Manual,26.6,998,58,,,,,
Maruti Ciaz ZDi Plus SHVS,6.5,2015,Individual,60000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Mercedes-Benz E-Class E250 CDI Avantgrade,22.5,2013,Dealer,65000,1st  ,Diesel,Automatic,13,2143,201,,,,,
BMW 3 Series 325i,6.5,2008,Dealer,94603,1st  ,Petrol,Automatic,10.9,2497,215,,,,,
Maruti Alto 800 LXI,2.85,2015,Dealer,57000,1st  ,Petrol,Manual,22.74,796,47,,,,,
Hyundai i20 Asta 1.4 CRDi,5.8,2015,Dealer,72000,1st  ,Diesel,Manual,21.27,1396,89,,,,,
